time	TriggeredState-name	TriggeredState-state	[00].VehicleUpdate-pos.001	[00].VehicleUpdate-pos.002	[00].VehicleUpdate-pos.003	[00].VehicleUpdate-pos.004	[00].VehicleUpdate-pos.005	[00].VehicleUpdate-pos.006	[00].VehicleUpdate-COGPos.001	[00].VehicleUpdate-COGPos.002	[00].VehicleUpdate-COGPos.003	[00].VehicleUpdate-speed.001	[00].VehicleUpdate-speed.002	[00].VehicleUpdate-speed.003	[00].VehicleUpdate-speed.004	[00].VehicleUpdate-speed.005	[00].VehicleUpdate-speed.006	[00].VehicleUpdate-accel.001	[00].VehicleUpdate-accel.002	[00].VehicleUpdate-accel.003	[00].VehicleUpdate-accel.004	[00].VehicleUpdate-accel.005	[00].VehicleUpdate-accel.006	[00].VehicleUpdate-accelerator	[00].VehicleUpdate-brake	Last_TimeMarker
11.75	car5_start	0	-1724.87034996	7365.10741405	-0.02443925694	-1.57080073491	-0.0044486129487	2.14004539306e-07	-1724.87035659	7363.62947174	0.508288871849	14.7686920166	1.72387399289e-06	-0.0645863339305	2.05052515412e-06	0.00320485630073	6.47126157105e-08	0.210237979889	3.17106387229e-05	0.0125139113516	9.75241164269e-07	-0.0448509976268	-6.67961012368e-06	0.241520404816	0	
11.8	car5_start	0	-1724.87035311	7364.39832519	-0.024205907635	-1.5708006357	-0.00433310535834	2.16828898847e-07	-1724.87035959	7362.92032136	0.508351504047	14.7787284851	1.75160698745e-06	-0.0626491159201	2.07718994716e-06	0.00184420507867	2.37389876645e-08	0.207936450839	3.10490213451e-05	-0.00042340476648	1.54406038178e-07	-0.0147183481604	-7.49753098717e-06	0.239011481404	0	
11.85	car5_start	0	-1724.87035619	7363.68873817	-0.0240252619015	-1.57080053628	-0.00425462873199	2.16232438363e-07	-1724.87036253	7362.21069255	0.508416159386	14.7886323929	1.72876650595e-06	-0.0616500079632	2.06190952667e-06	0.00151968665887	-6.74915199284e-08	0.204598844051	2.59474072664e-05	-0.00522670103237	2.22818698603e-06	-0.00260126683861	-1.24225143736e-05	0.236497372389	0	
11.9	car5_start	0	-1724.87035971	7362.86028645	-0.0238418403227	-1.57080042264	-0.00417309710201	2.11095653743e-07	-1724.87036587	7361.38219743	0.508479071727	14.7999706268	1.6856364482e-06	-0.0607922971249	1.98716406885e-06	0.00139062409289	-1.64591298812e-07	0.20063059032	2.99728253594e-05	-0.00656719086692	1.0863972193e-06	-0.00304661761038	5.66283802073e-07	0.233816742897	0	
11.95	car5_start	0	-1724.87036265	7362.14968131	-0.0237087819006	-1.57080032928	-0.00411023430673	2.02350003653e-07	-1724.87036867	7360.67155883	0.50851921229	14.8094797134	1.60595732268e-06	-0.0601539239287	1.89510762993e-06	0.00122618500609	-1.49807888761e-07	0.196352362633	2.59562420979e-05	-0.0054864436388	-3.14418798553e-06	-0.00384069001302	-1.48717435877e-05	0.230917543173	0	
12	car5_start	0	-1724.87036552	7361.43862042	-0.0235985327963	-1.57080024064	-0.00405563490692	1.9367383544e-07	-1724.87037141	7359.96046888	0.508548756	14.8187818527	1.49251229686e-06	-0.0595698170364	1.77926040124e-06	0.00105900457129	-2.59323400087e-07	0.191754534841	2.54962305917e-05	-0.00396064994857	-5.64940046388e-06	-0.00319797545671	-9.15333657758e-06	0.227798357606	0	
12.05	car5_start	0	-1724.87036833	7360.72711479	-0.0235061679674	-1.57080015861	-0.00400816042855	1.78193502698e-07	-1724.87037409	7359.24893799	0.508570945756	14.8278522491	1.39840062729e-06	-0.0590276569128	1.63782669915e-06	0.000934931100346	-3.51885574901e-07	0.186396449804	2.25932872127e-05	-0.00292894453742	8.42290035052e-07	-0.00208072690293	7.54772236178e-06	0.224168688059	0	
12.1	car5_start	0	-1724.87037154	7359.89647967	-0.023413977169	-1.57080007173	-0.0039590485048	1.62004997078e-07	-1724.87037716	7358.41827674	0.508590539806	14.8381414413	1.25005556129e-06	-0.0584434270859	1.46429283632e-06	0.000827306765132	-3.33666434926e-07	0.181549504399	1.74719043571e-05	-0.00232399115339	1.89301647424e-06	-0.00197805813514	-8.02476733952e-06	0.220923736691	0	
12.15	car5_start	0	-1724.87037426	7359.17662915	-0.0233448048705	-1.57080000474	-0.00392094390637	1.45236273102e-07	-1724.87037977	7357.69840594	0.508603385389	14.8467874527	1.12299971988e-06	-0.0579821094871	1.29859847675e-06	0.000754115579184	-3.33818917397e-07	0.176136627793	2.16567987081e-05	-0.00201222440228	-2.97777046399e-06	-0.00149762618821	1.53383734869e-05	0.217258393764	0	
12.2	car5_start	0	-1724.87037688	7358.47121887	-0.0232846080438	-1.57079994677	-0.0038866975588	1.30148127848e-07	-1724.8703823	7356.99297745	0.508612958159	14.8550081253	9.74264253273e-07	-0.0575628168881	1.13117516776e-06	0.000697594776284	-3.08814634309e-07	0.170762017369	1.90655191545e-05	-0.0017680519959	-5.67353117731e-06	-0.00114011601545	1.31503356897e-05	0.213622912765	0	
